type,sources,avg_distance,TP,TN,FP,FN,SUM,TPR,TNR,PPV,ACC,F1
centrality:betweenness,2,1.6666666666666667,4,224,2,2,232,0.6666666666666666,0.9911504424778761,0.6666666666666666,0.9827586206896551,0.6666666666666666
unbiased:betweenness,2,2.6666666666666665,3,223,3,3,232,0.5,0.9867256637168141,0.5,0.9741379310344828,0.5
centrality-cm:betweenness:louvain,2,2.0,2,222,20,4,232,0.3333333333333333,0.9823008849557522,0.09090909090909091,0.9655172413793104,0.14285714285714288
centrality-cm:betweenness:leiden,2,1.6666666666666667,3,223,18,3,232,0.5,0.9867256637168141,0.14285714285714285,0.9741379310344828,0.22222222222222224
centrality-cm:betweenness:label_propagation,2,1.0,4,224,41,2,232,0.6666666666666666,0.9911504424778761,0.08888888888888889,0.9827586206896551,0.1568627450980392
centrality-cm:betweenness:greedy_modularity,2,1.3333333333333333,3,223,21,3,232,0.5,0.9867256637168141,0.125,0.9741379310344828,0.2
centrality-cm:betweenness:eigenvector,2,1.3333333333333333,2,222,25,4,232,0.3333333333333333,0.9823008849557522,0.07407407407407407,0.9655172413793104,0.12121212121212122
centrality-cm:betweenness:infomap,2,1.6666666666666667,1,221,37,5,232,0.16666666666666666,0.9778761061946902,0.02631578947368421,0.9568965517241379,0.045454545454545456
centrality-cm:betweenness:surprise_communities,2,1.6666666666666667,2,222,55,4,232,0.3333333333333333,0.9823008849557522,0.03508771929824561,0.9655172413793104,0.06349206349206349
centrality-cm:betweenness:walktrap,2,1.0,3,223,27,3,232,0.5,0.9867256637168141,0.1,0.9741379310344828,0.16666666666666669
centrality-cm:betweenness:spectral,2,2.3333333333333335,3,223,3,3,232,0.5,0.9867256637168141,0.5,0.9741379310344828,0.5
unbiased-cm:betweenness:louvain,2,2.3333333333333335,1,221,21,5,232,0.16666666666666666,0.9778761061946902,0.045454545454545456,0.9568965517241379,0.07142857142857144
unbiased-cm:betweenness:leiden,2,2.0,1,221,23,5,232,0.16666666666666666,0.9778761061946902,0.041666666666666664,0.9568965517241379,0.06666666666666667
unbiased-cm:betweenness:label_propagation,2,0.6666666666666666,5,225,40,1,232,0.8333333333333334,0.995575221238938,0.1111111111111111,0.9913793103448276,0.19607843137254902
unbiased-cm:betweenness:greedy_modularity,2,1.3333333333333333,2,222,22,4,232,0.3333333333333333,0.9823008849557522,0.08333333333333333,0.9655172413793104,0.13333333333333333
unbiased-cm:betweenness:eigenvector,2,1.3333333333333333,2,222,25,4,232,0.3333333333333333,0.9823008849557522,0.07407407407407407,0.9655172413793104,0.12121212121212122
unbiased-cm:betweenness:infomap,2,1.6666666666666667,1,221,37,5,232,0.16666666666666666,0.9778761061946902,0.02631578947368421,0.9568965517241379,0.045454545454545456
unbiased-cm:betweenness:surprise_communities,2,1.6666666666666667,2,222,54,4,232,0.3333333333333333,0.9823008849557522,0.03571428571428571,0.9655172413793104,0.06451612903225806
unbiased-cm:betweenness:walktrap,2,1.6666666666666667,3,223,27,3,232,0.5,0.9867256637168141,0.1,0.9741379310344828,0.16666666666666669
unbiased-cm:betweenness:spectral,2,2.6666666666666665,2,222,4,4,232,0.3333333333333333,0.9823008849557522,0.3333333333333333,0.9655172413793104,0.3333333333333333
rumor:louvain,2,2.3333333333333335,0,220,23,6,232,0.0,0.9734513274336283,0.0,0.9482758620689655,0
rumor:leiden,2,2.3333333333333335,1,221,21,5,232,0.16666666666666666,0.9778761061946902,0.045454545454545456,0.9568965517241379,0.07142857142857144
rumor:label_propagation,2,1.6666666666666667,2,222,43,4,232,0.3333333333333333,0.9823008849557522,0.044444444444444446,0.9655172413793104,0.0784313725490196
rumor:greedy_modularity,2,1.3333333333333333,3,223,21,3,232,0.5,0.9867256637168141,0.125,0.9741379310344828,0.2
rumor:eigenvector,2,1.3333333333333333,2,222,25,4,232,0.3333333333333333,0.9823008849557522,0.07407407407407407,0.9655172413793104,0.12121212121212122
rumor:infomap,2,1.3333333333333333,2,222,36,4,232,0.3333333333333333,0.9823008849557522,0.05263157894736842,0.9655172413793104,0.09090909090909091
rumor:surprise_communities,2,1.0,3,223,55,3,232,0.5,0.9867256637168141,0.05172413793103448,0.9741379310344828,0.09375
rumor:walktrap,2,2.0,1,221,29,5,232,0.16666666666666666,0.9778761061946902,0.03333333333333333,0.9568965517241379,0.05555555555555555
rumor:spectral,2,3.0,2,222,4,4,232,0.3333333333333333,0.9823008849557522,0.3333333333333333,0.9655172413793104,0.3333333333333333
jordan:louvain,2,2.0,3,223,20,3,232,0.5,0.9867256637168141,0.13043478260869565,0.9741379310344828,0.20689655172413793
jordan:leiden,2,1.6666666666666667,3,223,21,3,232,0.5,0.9867256637168141,0.125,0.9741379310344828,0.2
jordan:label_propagation,2,2.0,3,223,42,3,232,0.5,0.9867256637168141,0.06666666666666667,0.9741379310344828,0.11764705882352941
jordan:greedy_modularity,2,1.6666666666666667,3,223,21,3,232,0.5,0.9867256637168141,0.125,0.9741379310344828,0.2
jordan:eigenvector,2,2.0,1,221,26,5,232,0.16666666666666666,0.9778761061946902,0.037037037037037035,0.9568965517241379,0.06060606060606061
jordan:infomap,2,1.6666666666666667,1,221,37,5,232,0.16666666666666666,0.9778761061946902,0.02631578947368421,0.9568965517241379,0.045454545454545456
jordan:markov_clustering,2,3.6666666666666665,0,220,29,6,232,0.0,0.9734513274336283,0.0,0.9482758620689655,0
jordan:paris,2,34.0,0,220,13,6,232,0.0,0.9734513274336283,0.0,0.9482758620689655,0
jordan:surprise_communities,2,2.6666666666666665,2,222,54,4,232,0.3333333333333333,0.9823008849557522,0.03571428571428571,0.9655172413793104,0.06451612903225806
jordan:walktrap,2,2.0,3,223,27,3,232,0.5,0.9867256637168141,0.1,0.9741379310344828,0.16666666666666669
jordan:spectral,2,3.0,2,222,4,4,232,0.3333333333333333,0.9823008849557522,0.3333333333333333,0.9655172413793104,0.3333333333333333
netsleuth:louvain,2,3.0,1,221,22,5,232,0.16666666666666666,0.9778761061946902,0.043478260869565216,0.9568965517241379,0.06896551724137931
netsleuth:leiden,2,2.6666666666666665,0,220,25,6,232,0.0,0.9734513274336283,0.0,0.9482758620689655,0
netsleuth:label_propagation,2,3.0,0,220,45,6,232,0.0,0.9734513274336283,0.0,0.9482758620689655,0
netsleuth:greedy_modularity,2,3.0,1,221,23,5,232,0.16666666666666666,0.9778761061946902,0.041666666666666664,0.9568965517241379,0.06666666666666667
netsleuth:eigenvector,2,2.3333333333333335,0,220,27,6,232,0.0,0.9734513274336283,0.0,0.9482758620689655,0
netsleuth:infomap,2,2.0,1,221,37,5,232,0.16666666666666666,0.9778761061946902,0.02631578947368421,0.9568965517241379,0.045454545454545456
netsleuth:surprise_communities,2,1.3333333333333333,3,223,58,3,232,0.5,0.9867256637168141,0.04918032786885246,0.9741379310344828,0.08955223880597014
netsleuth:walktrap,2,2.6666666666666665,0,220,30,6,232,0.0,0.9734513274336283,0.0,0.9482758620689655,0
netsleuth:spectral,2,4.0,0,220,6,6,232,0.0,0.9734513274336283,0.0,0.9482758620689655,0
centrality-cm:betweenness:paris,2,3.0,0,74,4,2,78,0.0,0.9736842105263158,0.0,0.9487179487179487,0
unbiased-cm:betweenness:paris,2,3.0,0,74,4,2,78,0.0,0.9736842105263158,0.0,0.9487179487179487,0
rumor:paris,2,3.0,0,74,4,2,78,0.0,0.9736842105263158,0.0,0.9487179487179487,0
netsleuth:paris,2,3.0,0,74,4,2,78,0.0,0.9736842105263158,0.0,0.9487179487179487,0
centrality:betweenness,5,4.0,9,618,6,6,639,0.6,0.9903846153846154,0.6,0.9812206572769953,0.6
unbiased:betweenness,5,4.666666666666667,8,617,7,7,639,0.5333333333333333,0.9887820512820513,0.5333333333333333,0.9780907668231612,0.5333333333333333
centrality-cm:betweenness:louvain,5,6.0,2,611,33,13,639,0.13333333333333333,0.9791666666666666,0.05714285714285714,0.9593114241001565,0.08
centrality-cm:betweenness:leiden,5,5.666666666666667,5,614,30,10,639,0.3333333333333333,0.9839743589743589,0.14285714285714285,0.9687010954616588,0.2
centrality-cm:betweenness:label_propagation,5,4.666666666666667,5,614,51,10,639,0.3333333333333333,0.9839743589743589,0.08928571428571429,0.9687010954616588,0.14084507042253522
centrality-cm:betweenness:greedy_modularity,5,5.333333333333333,7,616,21,8,639,0.4666666666666667,0.9871794871794872,0.25,0.974960876369327,0.32558139534883723
centrality-cm:betweenness:eigenvector,5,4.333333333333333,6,615,27,9,639,0.4,0.9855769230769231,0.18181818181818182,0.971830985915493,0.25000000000000006
centrality-cm:betweenness:infomap,5,5.333333333333333,1,610,65,14,639,0.06666666666666667,0.9775641025641025,0.015151515151515152,0.9561815336463224,0.024691358024691357
centrality-cm:betweenness:paris,5,6.0,0,233,18,5,243,0.0,0.9789915966386554,0.0,0.9588477366255144,0
centrality-cm:betweenness:surprise_communities,5,4.333333333333333,3,612,101,12,639,0.2,0.9807692307692307,0.028846153846153848,0.9624413145539906,0.05042016806722689
centrality-cm:betweenness:walktrap,5,5.666666666666667,2,611,55,13,639,0.13333333333333333,0.9791666666666666,0.03508771929824561,0.9593114241001565,0.05555555555555556
unbiased-cm:betweenness:louvain,5,6.0,2,611,33,13,639,0.13333333333333333,0.9791666666666666,0.05714285714285714,0.9593114241001565,0.08
unbiased-cm:betweenness:leiden,5,6.333333333333333,2,611,35,13,639,0.13333333333333333,0.9791666666666666,0.05405405405405406,0.9593114241001565,0.07692307692307693
unbiased-cm:betweenness:label_propagation,5,5.666666666666667,3,612,53,12,639,0.2,0.9807692307692307,0.05357142857142857,0.9624413145539906,0.08450704225352113
unbiased-cm:betweenness:greedy_modularity,5,6.333333333333333,5,614,23,10,639,0.3333333333333333,0.9839743589743589,0.17857142857142858,0.9687010954616588,0.23255813953488372
unbiased-cm:betweenness:eigenvector,5,4.333333333333333,7,616,26,8,639,0.4666666666666667,0.9871794871794872,0.21212121212121213,0.974960876369327,0.29166666666666663
unbiased-cm:betweenness:infomap,5,6.0,0,609,66,15,639,0.0,0.9759615384615384,0.0,0.9530516431924883,0
unbiased-cm:betweenness:paris,5,6.0,0,233,18,5,243,0.0,0.9789915966386554,0.0,0.9588477366255144,0
unbiased-cm:betweenness:surprise_communities,5,4.666666666666667,3,612,104,12,639,0.2,0.9807692307692307,0.028037383177570093,0.9624413145539906,0.04918032786885246
unbiased-cm:betweenness:walktrap,5,6.333333333333333,1,610,56,14,639,0.06666666666666667,0.9775641025641025,0.017543859649122806,0.9561815336463224,0.02777777777777778
rumor:louvain,5,6.333333333333333,1,610,35,14,639,0.06666666666666667,0.9775641025641025,0.027777777777777776,0.9561815336463224,0.0392156862745098
rumor:leiden,5,4.666666666666667,4,613,32,11,639,0.26666666666666666,0.9823717948717948,0.1111111111111111,0.9655712050078247,0.1568627450980392
rumor:label_propagation,5,5.333333333333333,4,613,52,11,639,0.26666666666666666,0.9823717948717948,0.07142857142857142,0.9655712050078247,0.11267605633802816
rumor:greedy_modularity,5,4.0,7,616,21,8,639,0.4666666666666667,0.9871794871794872,0.25,0.974960876369327,0.32558139534883723
rumor:eigenvector,5,5.0,5,614,28,10,639,0.3333333333333333,0.9839743589743589,0.15151515151515152,0.9687010954616588,0.20833333333333331
rumor:infomap,5,3.6666666666666665,4,613,62,11,639,0.26666666666666666,0.9823717948717948,0.06060606060606061,0.9655712050078247,0.09876543209876543
rumor:paris,5,10.0,0,233,18,5,243,0.0,0.9789915966386554,0.0,0.9588477366255144,0
rumor:surprise_communities,5,4.333333333333333,2,611,96,13,639,0.13333333333333333,0.9791666666666666,0.02040816326530612,0.9593114241001565,0.035398230088495575
rumor:walktrap,5,6.0,1,610,56,14,639,0.06666666666666667,0.9775641025641025,0.017543859649122806,0.9561815336463224,0.02777777777777778
jordan:louvain,5,7.0,1,610,34,14,639,0.06666666666666667,0.9775641025641025,0.02857142857142857,0.9561815336463224,0.04
jordan:leiden,5,4.666666666666667,2,611,34,13,639,0.13333333333333333,0.9791666666666666,0.05555555555555555,0.9593114241001565,0.0784313725490196
jordan:label_propagation,5,4.666666666666667,4,613,52,11,639,0.26666666666666666,0.9823717948717948,0.07142857142857142,0.9655712050078247,0.11267605633802816
jordan:greedy_modularity,5,5.333333333333333,4,613,24,11,639,0.26666666666666666,0.9823717948717948,0.14285714285714285,0.9655712050078247,0.18604651162790697
jordan:eigenvector,5,5.0,5,614,28,10,639,0.3333333333333333,0.9839743589743589,0.15151515151515152,0.9687010954616588,0.20833333333333331
jordan:infomap,5,5.333333333333333,0,609,66,15,639,0.0,0.9759615384615384,0.0,0.9530516431924883,0
jordan:markov_clustering,5,8.333333333333334,0,609,119,15,639,0.0,0.9759615384615384,0.0,0.9530516431924883,0
jordan:paris,5,9.666666666666666,1,610,52,14,639,0.06666666666666667,0.9775641025641025,0.018867924528301886,0.9561815336463224,0.029411764705882353
jordan:surprise_communities,5,5.333333333333333,1,610,107,14,639,0.06666666666666667,0.9775641025641025,0.009259259259259259,0.9561815336463224,0.016260162601626015
jordan:walktrap,5,6.0,2,611,55,13,639,0.13333333333333333,0.9791666666666666,0.03508771929824561,0.9593114241001565,0.05555555555555556
netsleuth:louvain,5,7.333333333333333,0,609,36,15,639,0.0,0.9759615384615384,0.0,0.9530516431924883,0
netsleuth:leiden,5,7.333333333333333,1,610,34,14,639,0.06666666666666667,0.9775641025641025,0.02857142857142857,0.9561815336463224,0.04
netsleuth:label_propagation,5,7.666666666666667,0,609,56,15,639,0.0,0.9759615384615384,0.0,0.9530516431924883,0
netsleuth:greedy_modularity,5,8.0,0,609,28,15,639,0.0,0.9759615384615384,0.0,0.9530516431924883,0
netsleuth:eigenvector,5,8.666666666666666,0,609,33,15,639,0.0,0.9759615384615384,0.0,0.9530516431924883,0
netsleuth:infomap,5,6.333333333333333,0,609,66,15,639,0.0,0.9759615384615384,0.0,0.9530516431924883,0
netsleuth:paris,5,9.0,0,233,18,5,243,0.0,0.9789915966386554,0.0,0.9588477366255144,0
netsleuth:surprise_communities,5,6.333333333333333,0,609,102,15,639,0.0,0.9759615384615384,0.0,0.9530516431924883,0
netsleuth:walktrap,5,8.0,0,609,57,15,639,0.0,0.9759615384615384,0.0,0.9530516431924883,0
centrality:betweenness,50,21.666666666666668,113,1103,37,37,1290,0.7533333333333333,0.9675438596491228,0.7533333333333333,0.9426356589147287,0.7533333333333333
unbiased:betweenness,50,22.333333333333332,114,1104,36,36,1290,0.76,0.968421052631579,0.76,0.9441860465116279,0.76
centrality-cm:betweenness:louvain,50,0.0,7,997,37,143,1290,0.04666666666666667,0.874561403508772,0.1590909090909091,0.7782945736434108,0.07216494845360825
centrality-cm:betweenness:leiden,50,0.0,8,998,34,142,1290,0.05333333333333334,0.875438596491228,0.19047619047619047,0.7798449612403101,0.08333333333333333
centrality-cm:betweenness:label_propagation,50,0.0,9,999,34,141,1290,0.06,0.8763157894736842,0.20930232558139536,0.7813953488372093,0.09326424870466322
centrality-cm:betweenness:greedy_modularity,50,0.0,7,997,21,143,1290,0.04666666666666667,0.874561403508772,0.25,0.7782945736434108,0.07865168539325842
centrality-cm:betweenness:eigenvector,50,0.0,11,1001,26,139,1290,0.07333333333333333,0.8780701754385964,0.2972972972972973,0.7844961240310078,0.11764705882352942
centrality-cm:betweenness:infomap,50,0.0,17,1007,71,133,1290,0.11333333333333333,0.8833333333333333,0.19318181818181818,0.7937984496124031,0.14285714285714285
centrality-cm:betweenness:paris,50,0.0,12,1002,30,138,1290,0.08,0.8789473684210526,0.2857142857142857,0.786046511627907,0.125
centrality-cm:betweenness:surprise_communities,50,0.0,18,1008,120,132,1290,0.12,0.8842105263157894,0.13043478260869565,0.7953488372093023,0.12499999999999997
centrality-cm:betweenness:walktrap,50,0.0,8,998,55,142,1290,0.05333333333333334,0.875438596491228,0.12698412698412698,0.7798449612403101,0.07511737089201878
unbiased-cm:betweenness:louvain,50,0.0,11,1001,32,139,1290,0.07333333333333333,0.8780701754385964,0.2558139534883721,0.7844961240310078,0.11398963730569948
unbiased-cm:betweenness:leiden,50,0.0,10,1000,33,140,1290,0.06666666666666667,0.8771929824561403,0.23255813953488372,0.7829457364341085,0.10362694300518134
unbiased-cm:betweenness:label_propagation,50,0.0,7,997,36,143,1290,0.04666666666666667,0.874561403508772,0.16279069767441862,0.7782945736434108,0.07253886010362695
unbiased-cm:betweenness:greedy_modularity,50,0.0,8,998,20,142,1290,0.05333333333333334,0.875438596491228,0.2857142857142857,0.7798449612403101,0.0898876404494382
unbiased-cm:betweenness:eigenvector,50,0.0,11,1001,26,139,1290,0.07333333333333333,0.8780701754385964,0.2972972972972973,0.7844961240310078,0.11764705882352942
unbiased-cm:betweenness:infomap,50,0.0,21,1011,67,129,1290,0.14,0.8868421052631579,0.23863636363636365,0.8,0.17647058823529416
unbiased-cm:betweenness:paris,50,0.0,11,1001,31,139,1290,0.07333333333333333,0.8780701754385964,0.2619047619047619,0.7844961240310078,0.11458333333333334
unbiased-cm:betweenness:surprise_communities,50,0.0,15,1005,118,135,1290,0.1,0.881578947368421,0.11278195488721804,0.7906976744186046,0.10600706713780918
unbiased-cm:betweenness:walktrap,50,0.0,8,998,55,142,1290,0.05333333333333334,0.875438596491228,0.12698412698412698,0.7798449612403101,0.07511737089201878
rumor:louvain,50,0.0,5,995,41,145,1290,0.03333333333333333,0.8728070175438597,0.10869565217391304,0.7751937984496124,0.05102040816326531
rumor:leiden,50,0.0,4,994,38,146,1290,0.02666666666666667,0.8719298245614036,0.09523809523809523,0.7736434108527132,0.041666666666666664
rumor:label_propagation,50,0.0,7,997,36,143,1290,0.04666666666666667,0.874561403508772,0.16279069767441862,0.7782945736434108,0.07253886010362695
rumor:greedy_modularity,50,0.0,4,994,24,146,1290,0.02666666666666667,0.8719298245614036,0.14285714285714285,0.7736434108527132,0.0449438202247191
rumor:eigenvector,50,0.0,10,1000,27,140,1290,0.06666666666666667,0.8771929824561403,0.2702702702702703,0.7829457364341085,0.10695187165775401
rumor:infomap,50,0.0,9,999,79,141,1290,0.06,0.8763157894736842,0.10227272727272728,0.7813953488372093,0.07563025210084033
rumor:paris,50,0.0,7,997,35,143,1290,0.04666666666666667,0.874561403508772,0.16666666666666666,0.7782945736434108,0.07291666666666667
rumor:surprise_communities,50,0.0,15,1005,122,135,1290,0.1,0.881578947368421,0.10948905109489052,0.7906976744186046,0.10452961672473868
rumor:walktrap,50,0.0,7,997,56,143,1290,0.04666666666666667,0.874561403508772,0.1111111111111111,0.7782945736434108,0.06572769953051644
jordan:louvain,50,1004.0,3,993,40,147,1290,0.02,0.8710526315789474,0.06976744186046512,0.772093023255814,0.031088082901554404
jordan:leiden,50,716.0,4,994,37,146,1290,0.02666666666666667,0.8719298245614036,0.0975609756097561,0.7736434108527132,0.041884816753926704
jordan:label_propagation,50,572.0,4,994,39,146,1290,0.02666666666666667,0.8719298245614036,0.09302325581395349,0.7736434108527132,0.04145077720207254
jordan:greedy_modularity,50,286.0,7,997,21,143,1290,0.04666666666666667,0.874561403508772,0.25,0.7782945736434108,0.07865168539325842
jordan:eigenvector,50,286.6666666666667,9,999,28,141,1290,0.06,0.8763157894736842,0.24324324324324326,0.7813953488372093,0.0962566844919786
jordan:infomap,50,1717.3333333333333,5,995,83,145,1290,0.03333333333333333,0.8728070175438597,0.056818181818181816,0.7751937984496124,0.04201680672268907
jordan:markov_clustering,50,40.333333333333336,43,1033,333,107,1290,0.2866666666666667,0.906140350877193,0.11436170212765957,0.834108527131783,0.1634980988593156
jordan:paris,50,1719.3333333333333,4,994,38,146,1290,0.02666666666666667,0.8719298245614036,0.09523809523809523,0.7736434108527132,0.041666666666666664
jordan:surprise_communities,50,3012.0,1,991,135,149,1290,0.006666666666666667,0.8692982456140351,0.007352941176470588,0.7689922480620155,0.006993006993006994
jordan:walktrap,50,1288.6666666666667,5,995,58,145,1290,0.03333333333333333,0.8728070175438597,0.07936507936507936,0.7751937984496124,0.04694835680751174
jordan:spectral,50,0.0,2,334,0,48,432,0.04,0.8743455497382199,1.0,0.7777777777777778,0.07692307692307693
netsleuth:louvain,50,0.0,6,996,38,144,1290,0.04,0.8736842105263158,0.13636363636363635,0.7767441860465116,0.06185567010309278
netsleuth:leiden,50,0.0,4,994,39,146,1290,0.02666666666666667,0.8719298245614036,0.09302325581395349,0.7736434108527132,0.04145077720207254
netsleuth:label_propagation,50,0.0,1,991,42,149,1290,0.006666666666666667,0.8692982456140351,0.023255813953488372,0.7689922480620155,0.010362694300518135
netsleuth:greedy_modularity,50,0.0,3,993,25,147,1290,0.02,0.8710526315789474,0.10714285714285714,0.772093023255814,0.033707865168539325
netsleuth:eigenvector,50,0.0,4,994,33,146,1290,0.02666666666666667,0.8719298245614036,0.10810810810810811,0.7736434108527132,0.04278074866310161
netsleuth:infomap,50,0.0,11,1001,77,139,1290,0.07333333333333333,0.8780701754385964,0.125,0.7844961240310078,0.09243697478991597
netsleuth:paris,50,0.0,6,996,36,144,1290,0.04,0.8736842105263158,0.14285714285714285,0.7767441860465116,0.0625
netsleuth:surprise_communities,50,0.0,15,1005,123,135,1290,0.1,0.881578947368421,0.10869565217391304,0.7906976744186046,0.10416666666666666
netsleuth:walktrap,50,0.0,8,998,55,142,1290,0.05333333333333334,0.875438596491228,0.12698412698412698,0.7798449612403101,0.07511737089201878
netsleuth:spectral,50,0.0,1,333,1,49,432,0.02,0.8717277486910995,0.5,0.7731481481481481,0.038461538461538464
